id,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,price,availability_365,availability_30,number_of_reviews,review_scores_rating,host_is_superhost,host_response_rate,instant_bookable,occupancy_rate
27886,97647,Centrum-West,52.38761,4.89188,Private room in houseboat,Private room,2,1.0,1.0,1.5,132.0,17,2,311,4.92,True,100.0,False,0.9534246575342465
28871,124245,Centrum-West,52.36775,4.89092,Private room in rental unit,Private room,2,1.0,1.0,1.0,89.0,126,0,732,4.87,True,100.0,False,0.6547945205479452
29051,124245,Centrum-Oost,52.36584,4.89111,Private room in condo,Private room,2,1.0,1.0,1.0,61.0,95,0,849,4.81,True,100.0,False,0.7397260273972603
49552,225987,Centrum-West,52.38028,4.89089,Entire guest suite,Entire home/apt,3,2.0,2.0,1.0,322.0,223,6,609,4.93,True,100.0,False,0.3890410958904109
50263,230246,Centrum-Oost,52.36937805386749,4.929579192438728,Entire condo,Entire home/apt,4,2.0,3.0,1.5,457.0,354,22,177,4.86,False,100.0,False,0.03013698630136985
50515,231864,Bos en Lommer,52.37559,4.83857,Entire townhouse,Entire home/apt,5,3.0,3.0,1.5,198.0,244,0,20,4.8,False,0.0,False,0.33150684931506846
50523,231946,Centrum-West,52.36959,4.88423,Entire condo,Entire home/apt,2,1.0,1.0,1.0,162.0,261,1,563,4.88,True,100.0,False,0.2849315068493151
97221,195859,Slotervaart,52.34801,4.83639,Private room in bed and breakfast,Private room,2,1.0,2.0,1.0,68.0,305,6,412,4.68,False,100.0,False,0.1643835616438356
137026,670266,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire townhouse,Entire home/apt,4,3.0,3.0,2.0,335.0,108,0,117,4.71,True,100.0,False,0.7041095890410959
179528,856540,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire rental unit,Entire home/apt,3,2.0,2.0,1.5,301.0,216,0,37,4.57,True,100.0,False,0.40821917808219177
188347,907405,De Baarsjes - Oud-West,52.3683,4.85446,Private room in condo,Private room,2,1.0,1.0,1.0,68.0,86,11,478,4.68,False,100.0,False,0.7643835616438356
189754,915591,Centrum-West,52.37548,4.89398,Entire loft,Entire home/apt,4,1.0,3.0,1.0,231.0,202,3,427,4.81,True,100.0,True,0.4465753424657535
193038,935742,Centrum-Oost,52.36057,4.89671,Private room in loft,Private room,2,1.0,1.0,1.0,158.0,323,7,740,4.97,True,100.0,True,0.1150684931506849
245927,1005087,Centrum-West,52.36897659301758,4.887128829956055,Entire guest suite,Entire home/apt,4,2.0,3.0,1.5,635.0,267,7,274,4.88,,100.0,True,0.2684931506849315
247805,1298735,De Baarsjes - Oud-West,52.36707,4.87348,Private room in rental unit,Private room,2,1.0,1.0,1.5,117.0,9,1,563,4.88,True,100.0,False,0.9753424657534246
254104,1334704,Centrum-Oost,52.36489868164063,4.90916919708252,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,185.0,250,7,86,4.92,False,100.0,False,0.31506849315068497
255809,1344947,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room in villa,Private room,4,2.0,2.0,1.0,279.0,314,6,269,4.89,True,100.0,False,0.13972602739726026
286500,1491565,Centrum-West,52.37561,4.9,Private room in rental unit,Private room,2,1.0,1.0,1.0,184.0,118,1,413,4.92,True,100.0,True,0.6767123287671233
290701,1491565,Centrum-West,52.37561,4.9,Private room in home,Private room,2,1.0,1.0,1.0,184.0,96,0,491,4.86,True,100.0,True,0.736986301369863
291752,1511330,Oud-Oost,52.35143,4.91272,Private room in rental unit,Private room,2,1.0,1.0,1.0,141.0,317,19,283,4.88,True,100.0,False,0.1315068493150685
304082,276068,Centrum-West,52.37046,4.89712,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.5,185.0,265,0,381,4.78,True,95.0,False,0.273972602739726
306852,1141485,Centrum-Oost,52.35931,4.89844,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,200.0,0,0,32,4.63,False,,False,1.0
307497,1582128,Westerpark,52.3933,4.88556,Boat,Entire home/apt,16,10.0,26.0,2.5,948.0,309,15,103,4.86,True,100.0,False,0.1534246575342466
307621,1141485,Centrum-Oost,52.35871,4.89616,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,134.0,0,0,6,4.83,False,,False,1.0
311124,1600010,Centrum-West,52.37104,4.87713,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,325.0,307,2,100,4.79,False,100.0,False,0.1589041095890411
331946,1687595,De Baarsjes - Oud-West,52.3606,4.85739,Entire loft,Entire home/apt,4,4.0,5.0,2.0,275.0,7,0,37,4.89,False,100.0,False,0.9808219178082191
343094,1740785,Oud-Oost,52.35715,4.90926,Private room in townhouse,Private room,2,1.0,1.0,1.0,104.0,296,1,586,4.9,True,100.0,True,0.18904109589041096
359298,1817922,Centrum-Oost,52.36217,4.91152,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,271.0,176,26,112,4.58,False,0.0,False,0.5178082191780822
366438,1849988,Centrum-West,52.36902,4.89535,Private room in condo,Private room,2,1.0,1.0,1.5,147.0,335,11,565,4.78,True,100.0,False,0.0821917808219178
367107,1853421,Centrum-Oost,52.36301,4.90077,Entire condo,Entire home/apt,2,1.0,1.0,1.5,299.0,358,23,23,5.0,False,40.0,False,0.019178082191780854
379885,1907015,De Pijp - Rivierenbuurt,52.35464776933696,4.906100814228655,Private room in houseboat,Private room,2,1.0,1.0,1.0,228.0,2,2,94,4.66,False,,True,0.9945205479452055
410997,2046301,Westerpark,52.38002332455508,4.874433921704397,Entire rental unit,Entire home/apt,4,3.0,4.0,1.5,287.0,2,0,0,,False,,False,0.9945205479452055
415619,1336633,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire condo,Entire home/apt,3,1.0,1.0,1.0,124.0,1,0,92,4.89,False,100.0,False,0.9972602739726028
431635,1939922,Bos en Lommer,52.37706,4.85671,Entire condo,Entire home/apt,3,2.0,4.0,0.0,63.0,18,2,24,4.82,False,100.0,False,0.9506849315068493
440992,2191136,Zuid,52.341621,4.849049,Boat,Entire home/apt,4,2.0,2.0,1.0,170.0,9,0,141,4.88,False,100.0,False,0.9753424657534246
441424,2193861,Oostelijk Havengebied - Indische Buurt,52.37386,4.9431,Entire home,Entire home/apt,4,3.0,3.0,2.0,158.0,22,0,45,4.64,False,100.0,False,0.9397260273972603
445660,2202945,De Baarsjes - Oud-West,52.37001,4.85646,Private room in guest suite,Private room,3,2.0,3.0,1.0,60.0,195,1,592,4.82,True,100.0,True,0.4657534246575342
450767,2238440,Centrum-Oost,52.37006,4.90081,Houseboat,Entire home/apt,4,2.0,3.0,1.0,374.0,294,7,334,4.77,True,100.0,False,0.19452054794520546
496953,2453971,De Baarsjes - Oud-West,52.36385,4.87483,Private room in bed and breakfast,Private room,2,1.0,1.0,1.5,250.0,88,28,28,4.86,False,0.0,False,0.7589041095890411
505012,1645998,Centrum-Oost,52.36412,4.88757,Entire home,Entire home/apt,4,3.0,4.0,1.0,630.0,2,0,61,4.74,False,0.0,False,0.9945205479452055
507598,2501656,Centrum-West,52.37694,4.88003,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,500.0,87,30,62,4.74,False,100.0,False,0.7616438356164383
515088,2536879,Noord-Oost,52.39702,4.99645,Entire condo,Entire home/apt,4,1.0,2.0,1.5,215.0,341,30,1,5.0,False,,False,0.0657534246575342
515749,2540480,Centrum-Oost,52.35902,4.89606,Boat,Entire home/apt,4,1.0,1.0,1.0,210.0,260,3,325,4.9,True,90.0,False,0.28767123287671237
515921,2541099,Zuid,52.35022,4.8525,Entire rental unit,Entire home/apt,4,2.0,1.0,1.5,175.0,43,1,104,4.37,False,100.0,False,0.8821917808219178
517996,2550339,Centrum-West,52.37827,4.88568,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,350.0,69,22,31,4.87,False,75.0,False,0.810958904109589
528022,2594559,Westerpark,52.39142,4.88648,Private room in boat,Private room,2,1.0,1.0,1.5,125.0,308,5,355,4.88,True,86.0,False,0.15616438356164386
553514,618589,Westerpark,52.38444,4.86916,Entire rental unit,Entire home/apt,2,0.0,1.0,1.5,108.0,37,0,162,4.41,False,50.0,False,0.8986301369863013
556829,2737834,Buitenveldert - Zuidas,52.33558,4.86878,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,126.0,0,0,28,4.62,False,0.0,False,1.0
570753,2439449,Zuid,52.34904,4.86765,Private room in bed and breakfast,Private room,3,1.0,2.0,1.5,87.0,179,1,402,4.88,True,100.0,False,0.5095890410958904
579851,2851886,Westerpark,52.3904,4.88421,Private room in guest suite,Private room,2,1.0,1.0,1.0,152.0,6,3,640,4.97,True,100.0,False,0.9835616438356164
582028,2865851,Slotervaart,52.36022,4.84346,Entire rental unit,Entire home/apt,6,3.0,1.0,1.5,187.0,112,0,13,4.77,False,,False,0.6931506849315068
588020,1759884,Centrum-Oost,52.36918,4.91316,Entire rental unit,Entire home/apt,6,3.0,6.0,1.0,360.0,255,5,391,4.57,False,100.0,True,0.3013698630136986
590236,2912339,De Baarsjes - Oud-West,52.36809,4.85436,Entire condo,Entire home/apt,2,1.0,1.0,1.0,180.0,256,1,61,4.89,False,100.0,False,0.29863013698630136
590681,2914846,Zuid,52.34788,4.8506,Entire rental unit,Entire home/apt,4,4.0,1.0,2.0,280.0,10,8,29,4.93,False,100.0,False,0.9726027397260274
591951,2580855,Bijlmer-Oost,52.32582,4.98403,Entire home,Entire home/apt,4,3.0,5.0,1.5,319.0,363,28,72,4.8,False,70.0,False,0.005479452054794498
606871,3007402,Westerpark,52.37621,4.87075,Private room in houseboat,Private room,2,1.0,1.0,1.0,164.0,319,5,629,4.8,True,100.0,False,0.126027397260274
608432,3015785,Centrum-West,52.381996,4.888583,Private room in bed and breakfast,Private room,2,0.0,1.0,1.0,110.0,54,7,1002,4.78,True,100.0,False,0.8520547945205479
613088,3040748,Noord-Oost,52.41016,4.96369,Private room in farm stay,Private room,2,1.0,1.0,1.0,81.0,248,0,415,4.86,False,87.0,False,0.32054794520547947
620056,2782084,Westerpark,52.3884,4.87148,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,212.0,75,15,34,4.97,False,100.0,False,0.7945205479452055
627188,3015785,Centrum-West,52.381996,4.888583,Private room in bed and breakfast,Private room,2,0.0,1.0,1.0,112.0,56,2,692,4.87,True,100.0,False,0.8465753424657534
654931,3278419,Centrum-West,52.37167,4.8948,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,178.0,229,0,1036,4.89,True,100.0,True,0.3726027397260274
655216,3278419,Centrum-West,52.37098,4.89434,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,166.0,237,0,949,4.91,True,100.0,True,0.3506849315068493
660856,3336575,Watergraafsmeer,52.3551,4.93262,Entire townhouse,Entire home/apt,5,4.0,6.0,3.0,395.0,0,0,44,4.84,False,100.0,False,1.0
664697,1406783,Oud-Noord,52.38537,4.90241,Entire loft,Entire home/apt,2,1.0,3.0,1.5,87.0,225,0,62,4.33,False,90.0,False,0.3835616438356164
683431,2309485,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room in rental unit,Private room,2,1.0,1.0,1.0,115.0,186,4,774,4.7,False,100.0,False,0.4904109589041096
685990,3498674,Geuzenveld - Slotermeer,52.38296,4.83786,Private room in home,Private room,2,1.0,2.0,1.0,77.0,271,10,439,4.82,True,100.0,True,0.2575342465753425
689623,2272095,Centrum-Oost,52.37174,4.92579,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,162.0,70,10,98,4.76,True,,False,0.8082191780821918
694850,3556421,Centrum-West,52.37276,4.89932,Private room in rental unit,Private room,2,1.0,1.0,1.5,90.0,31,7,774,4.83,True,100.0,False,0.915068493150685
696113,3564543,IJburg - Zeeburgereiland,52.36158,4.97639,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,233.0,339,10,27,4.81,False,,False,0.07123287671232881
728144,3775786,Centrum-Oost,52.36112,4.89632,Entire loft,Entire home/apt,4,4.0,5.0,1.0,463.0,4,0,151,4.9,False,100.0,False,0.989041095890411
728145,1902079,De Pijp - Rivierenbuurt,52.35258865356445,4.894248962402344,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,225.0,0,0,70,4.99,False,100.0,False,1.0
729260,3788198,Centrum-West,52.38079,4.88536,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,184.0,287,8,108,4.71,False,100.0,False,0.2136986301369863
729317,3788673,Centrum-Oost,52.36052,4.89568,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,147.0,50,7,218,4.7,True,100.0,True,0.863013698630137
741043,3877342,Westerpark,52.37654,4.87003,Boat,Entire home/apt,4,3.0,3.0,2.0,590.0,208,2,92,4.85,True,100.0,False,0.4301369863013699
742160,1582128,Centrum-Oost,52.36719,4.92061,Boat,Entire home/apt,16,8.0,22.0,2.5,948.0,304,13,152,4.81,True,100.0,False,0.16712328767123286
744659,3518386,Oud-Oost,52.35659,4.90827,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,125.0,189,4,363,4.94,True,91.0,False,0.4821917808219178
754613,3970753,Centrum-Oost,52.37266,4.90456,Entire rental unit,Entire home/apt,4,1.0,3.0,1.0,429.0,173,8,505,4.95,True,100.0,False,0.526027397260274
755431,3975477,De Baarsjes - Oud-West,52.37066,4.87405,Private room in rental unit,Private room,2,1.0,2.0,1.5,123.0,169,2,388,4.95,True,100.0,False,0.536986301369863
759299,3548522,De Baarsjes - Oud-West,52.36115,4.85209,Entire condo,Entire home/apt,4,3.0,4.0,1.0,255.0,2,0,18,4.89,False,100.0,False,0.9945205479452055
768274,3678216,Westerpark,52.38855,4.88521,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,295.0,190,0,84,4.83,False,80.0,True,0.4794520547945206
768737,3877342,Westerpark,52.37824,4.86826,Private room in boat,Private room,2,1.0,1.0,1.5,131.0,16,7,405,4.83,True,100.0,True,0.9561643835616438
771343,2313061,Centrum-West,52.37594,4.88387,Private room in bed and breakfast,Private room,2,1.0,1.0,1.5,122.0,211,0,902,4.91,True,100.0,False,0.4219178082191781
771758,195859,Slotervaart,52.34985,4.83578,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,60.0,322,4,374,4.63,False,100.0,False,0.11780821917808215
775655,4091515,Centrum-Oost,52.37026,4.89931,Private room in rental unit,Private room,2,1.0,1.0,1.0,137.0,330,4,555,4.6,False,93.0,True,0.09589041095890416
794322,4184910,Centrum-Oost,52.36863707410021,4.899095646157325,Private room in boat,Private room,2,1.0,1.0,1.0,199.0,299,9,446,4.78,True,100.0,False,0.1808219178082192
800723,4215174,De Baarsjes - Oud-West,52.36884,4.86127,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,118.0,125,0,18,4.83,False,100.0,False,0.6575342465753424
802052,4221960,Centrum-Oost,52.36476,4.90925,Private room in houseboat,Private room,2,1.0,1.0,1.0,140.0,220,2,1445,4.94,True,100.0,False,0.3972602739726028
816940,4290554,Zuid,52.35323,4.85421,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,130.0,26,0,83,4.8,False,83.0,False,0.9287671232876712
818881,4297337,Centrum-Oost,52.36123,4.89619,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,144.0,143,1,49,4.88,False,100.0,False,0.6082191780821917
834233,4364462,Centrum-Oost,52.37272,4.90418,Private room in condo,Private room,2,1.0,2.0,1.5,123.0,79,8,419,4.91,True,100.0,False,0.7835616438356164
847093,4663170,De Baarsjes - Oud-West,52.3607,4.85991,Entire condo,Entire home/apt,4,3.0,6.0,1.0,340.0,253,0,58,4.74,False,100.0,False,0.3068493150684931
851044,4443833,Zuid,52.33875,4.84852,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,138.0,150,3,1133,4.75,False,97.0,True,0.589041095890411
862411,4520552,Centrum-West,52.38139,4.88541,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,250.0,179,0,83,4.9,False,100.0,False,0.5095890410958904
865328,4543444,Zuid,52.35584,4.87401,Private room in rental unit,Private room,4,1.0,3.0,1.0,156.0,198,3,289,4.96,True,100.0,False,0.4575342465753425
868418,4574185,Noord-West,52.41197649999999,4.9079143,Private room in home,Private room,2,1.0,0.0,1.0,112.0,134,4,21,5.0,True,100.0,False,0.6328767123287671
874076,4614541,Centrum-Oost,52.361362,4.890488,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,172.0,275,3,82,4.99,True,100.0,False,0.2465753424657534
877702,4614541,Centrum-Oost,52.36136245727539,4.890488147735596,Private room in bed and breakfast,Private room,2,0.0,1.0,1.5,235.0,279,6,83,4.99,True,100.0,False,0.23561643835616441
879986,3332206,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room in rental unit,Private room,2,1.0,1.0,1.0,108.0,311,6,622,4.72,True,100.0,True,0.147945205479452
884329,4684314,De Aker - Nieuw Sloten,52.343079,4.788886,Private room in guest suite,Private room,2,1.0,1.0,1.0,144.0,162,4,630,4.93,False,100.0,True,0.5561643835616439
890288,4724613,Zuid,52.35658,4.85359,Entire loft,Entire home/apt,4,2.0,2.0,2.0,439.0,234,2,61,4.92,True,100.0,False,0.35890410958904106
895684,4773348,Westerpark,52.37342,4.8693,Houseboat,Entire home/apt,2,1.0,1.0,1.0,340.0,253,0,50,4.9,False,,False,0.3068493150684931
901789,4817958,De Baarsjes - Oud-West,52.36997595854369,4.856519718051397,Entire condo,Entire home/apt,2,1.0,1.0,1.5,103.0,5,5,100,4.91,True,100.0,False,0.9863013698630136
906446,488009,Buitenveldert - Zuidas,52.33229,4.87431,Private room in rental unit,Private room,2,1.0,1.0,1.0,89.0,339,16,437,4.45,True,100.0,True,0.07123287671232881
922489,4574185,Noord-West,52.41197649999999,4.9079143,Private room in home,Private room,2,1.0,0.0,1.0,95.0,132,2,36,4.92,True,100.0,False,0.6383561643835616
931270,4281750,Zuid,52.34147,4.84983,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,127.0,196,5,519,4.82,True,100.0,False,0.46301369863013697
933523,5033331,IJburg - Zeeburgereiland,52.356197,4.991435,Private room in guesthouse,Private room,4,2.0,2.0,1.5,209.0,65,16,189,4.93,True,100.0,False,0.821917808219178
934060,5037506,Oud-Noord,52.4016,4.89785,Private room in boat,Private room,16,8.0,16.0,2.0,668.0,0,0,163,4.75,False,100.0,False,1.0
946142,5102632,Westerpark,52.37991,4.87414,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,108.0,147,1,492,4.82,True,100.0,False,0.5972602739726027
947437,5134833,Osdorp,52.35595,4.79661,Private room in rental unit,Private room,2,1.0,1.0,1.0,100.0,29,5,363,4.9,True,100.0,False,0.9205479452054794
951483,5162447,Watergraafsmeer,52.35149,4.92265,Entire home,Entire home/apt,4,2.0,2.0,2.0,128.0,34,0,67,4.66,False,100.0,False,0.9068493150684931
954629,5183517,Bijlmer-Centrum,52.32019,4.95501,Private room in home,Private room,2,1.0,1.0,1.5,85.0,241,7,199,4.8,True,100.0,False,0.3397260273972603
954633,5183517,Bijlmer-Centrum,52.32019,4.95501,Private room in home,Private room,2,1.0,2.0,1.5,86.0,101,7,232,4.84,True,100.0,False,0.7232876712328767
957396,4794187,IJburg - Zeeburgereiland,52.36084550323894,4.980601130578248,Entire home,Entire home/apt,6,4.0,4.0,2.0,276.0,306,10,29,4.86,False,0.0,False,0.16164383561643836
963328,538659,Centrum-West,52.36561,4.88492,Private room in guest suite,Private room,2,1.0,1.0,1.0,152.0,82,11,532,4.84,True,100.0,False,0.7753424657534247
964986,2633774,De Pijp - Rivierenbuurt,52.35531,4.90333,Entire rental unit,Entire home/apt,4,2.0,3.0,1.5,355.0,253,0,36,5.0,False,100.0,False,0.3068493150684931
969862,5297940,Zuid,52.34122,4.84977,Private room in rental unit,Private room,2,1.0,2.0,1.5,95.0,51,1,274,4.77,True,100.0,False,0.8602739726027397
995087,4415881,Westerpark,52.381615,4.877059,Private room in rental unit,Private room,2,1.0,2.0,1.5,85.0,0,0,478,4.81,True,0.0,False,1.0
1005026,5527871,Westerpark,52.37367,4.87394,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,250.0,27,0,52,5.0,False,100.0,False,0.9260273972602739
1005695,5530981,Oud-Oost,52.35781,4.91027,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,150.0,231,0,45,4.8,False,100.0,False,0.3671232876712329
1008006,3523553,Westerpark,52.37998,4.86959,Private room in boat,Private room,2,1.0,1.0,1.5,127.0,222,5,203,4.77,True,100.0,False,0.39178082191780816
1008223,4443157,Slotervaart,52.36369,4.83861,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,86.0,0,0,659,4.69,False,,False,1.0
1018703,125667,De Pijp - Rivierenbuurt,52.35099,4.886627,Private room in boat,Private room,2,0.0,1.0,1.0,164.0,167,13,358,4.72,False,100.0,True,0.5424657534246575
1020477,5617295,Centrum-West,52.37811,4.89196,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,255.0,52,0,44,4.93,False,100.0,False,0.8575342465753425
1021538,5622526,Slotervaart,52.35166,4.83893,Entire townhouse,Entire home/apt,5,3.0,3.0,1.5,291.0,162,0,12,5.0,False,,False,0.5561643835616439
1025482,5646154,Oud-Noord,52.38355,4.90951,Private room in houseboat,Private room,2,1.0,1.0,1.0,157.0,168,3,824,4.84,True,100.0,False,0.5397260273972603
1038120,5714947,Centrum-West,52.38793182373047,4.884929180145264,Entire loft,Entire home/apt,4,3.0,3.0,2.5,808.0,364,29,57,4.86,False,,False,0.002739726027397249
1044448,5750100,Oud-Oost,52.36181,4.91856,Entire loft,Entire home/apt,4,4.0,4.0,1.5,750.0,350,18,51,4.68,True,100.0,False,0.04109589041095896
1044452,5750107,Westerpark,52.38912,4.87907,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,119.0,118,0,308,4.83,False,,False,0.6767123287671233
1047746,2976877,Oud-Oost,52.36227,4.92893,Entire loft,Entire home/apt,4,3.0,0.0,3.0,250.0,9,1,34,4.71,False,,False,0.9753424657534246
1057494,1899420,Zuid,52.34746,4.87559,Private room in rental unit,Private room,2,1.0,1.0,1.5,76.0,27,1,626,4.44,False,100.0,False,0.9260273972602739
1068565,5878526,IJburg - Zeeburgereiland,52.36255,4.976,Entire condo,Entire home/apt,4,1.0,1.0,1.0,195.0,195,23,98,4.81,False,100.0,False,0.4657534246575342
1071414,5893654,Oud-Oost,52.35764,4.9067,Entire guesthouse,Entire home/apt,2,2.0,1.0,1.0,173.0,49,9,524,4.86,True,100.0,False,0.8657534246575342
1086763,3899684,Centrum-Oost,52.36256,4.89809,Private room in bed and breakfast,Private room,2,1.0,0.0,1.0,200.0,297,1,56,4.79,True,100.0,True,0.1863013698630137
1105128,6063077,Centrum-Oost,52.3735,4.90688,Private room in houseboat,Private room,2,1.0,1.0,1.0,165.0,222,7,504,4.92,True,100.0,False,0.39178082191780816
1105924,6072512,Watergraafsmeer,52.35381317138672,4.941221237182617,Entire home,Entire home/apt,4,3.0,3.0,1.0,295.0,1,1,19,4.84,False,100.0,False,0.9972602739726028
1116446,6127483,Bos en Lommer,52.37871,4.84688,Private room in condo,Private room,2,1.0,1.0,1.5,85.0,114,1,388,4.61,True,100.0,False,0.6876712328767123
1120077,6114964,Bos en Lommer,52.37784,4.86178,Entire townhouse,Entire home/apt,2,1.0,0.0,1.0,287.0,89,29,18,4.89,False,100.0,False,0.7561643835616438
1132247,6211092,Westerpark,52.39018,4.88716,Boat,Entire home/apt,4,2.0,3.0,3.0,591.0,266,2,48,4.9,True,71.0,False,0.27123287671232876
1145866,6127483,Bos en Lommer,52.37802,4.84513,Private room in condo,Private room,2,1.0,2.0,1.5,88.0,225,1,380,4.66,True,100.0,False,0.3835616438356164
1149289,2480643,Centrum-Oost,52.3702,4.92103,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,198.0,152,7,99,4.73,False,100.0,False,0.5835616438356164
1149380,6300541,Bijlmer-Centrum,52.31774,4.94647,Private room in bed and breakfast,Private room,4,2.0,4.0,1.0,159.0,236,6,804,4.75,True,100.0,True,0.35342465753424657
1155386,6299692,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire condo,Entire home/apt,2,1.0,2.0,1.0,150.0,263,1,68,4.74,False,100.0,False,0.2794520547945205
1158865,6250938,De Baarsjes - Oud-West,52.371,4.87158,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,284.0,15,3,30,4.87,False,100.0,False,0.9589041095890412
1159534,506601,Centrum-Oost,52.36207,4.88948,Entire home,Entire home/apt,4,4.0,4.0,3.5,800.0,158,0,30,4.77,False,,False,0.5671232876712329
1162769,6368949,Oud-Oost,52.35823,4.92035,Entire rental unit,Entire home/apt,4,4.0,4.0,1.0,349.0,75,0,18,4.89,False,100.0,False,0.7945205479452055
1174506,6428213,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,148.0,0,0,49,4.96,False,100.0,False,1.0
1195666,6534317,Centrum-West,52.36718,4.87849,Entire rental unit,Entire home/apt,4,4.0,4.0,1.0,429.0,44,1,53,4.89,False,100.0,False,0.8794520547945206
1196088,6536417,Oud-Noord,52.38827,4.94617,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,178.0,231,6,625,4.65,True,100.0,False,0.3671232876712329
1223171,6673715,De Baarsjes - Oud-West,52.367088,4.863511,Private room in home,Private room,4,1.0,4.0,1.0,156.0,75,15,586,4.74,True,90.0,False,0.7945205479452055
1225622,6449836,De Baarsjes - Oud-West,52.35936,4.86001,Entire rental unit,Entire home/apt,4,3.0,6.0,2.0,384.0,83,3,64,4.92,False,100.0,False,0.7726027397260273
1234387,2311301,Zuid,52.355133096636784,4.879653035660964,Entire home,Entire home/apt,6,5.0,8.0,2.0,360.0,118,0,7,4.43,False,0.0,False,0.6767123287671233
1236227,6739792,Centrum-Oost,52.36442,4.88121,Entire rental unit,Entire home/apt,4,2.0,2.0,1.5,589.0,212,0,411,4.96,True,100.0,True,0.4191780821917809
1246242,6739095,Oud-Noord,52.39238,4.92899,Entire home,Entire home/apt,4,3.0,3.0,3.5,293.0,68,0,51,4.82,False,100.0,False,0.8136986301369863
1260229,6863370,Centrum-West,52.38481,4.89244,Boat,Entire home/apt,2,1.0,1.0,1.5,256.0,27,0,85,4.78,False,100.0,False,0.9260273972602739
1262157,6873206,Zuid,52.35749,4.87699,Entire rental unit,Entire home/apt,5,3.0,5.0,1.0,429.0,175,0,42,4.83,False,100.0,False,0.5205479452054795
1271700,2826060,De Baarsjes - Oud-West,52.36062,4.86901,Entire townhouse,Entire home/apt,4,2.0,6.0,1.5,407.0,40,2,42,4.9,False,100.0,False,0.8904109589041096
1272352,6925102,Bos en Lommer,52.37537,4.86019,Private room in condo,Private room,2,1.0,1.0,1.0,108.0,259,2,476,4.69,True,100.0,True,0.2904109589041096
1303321,246493,De Pijp - Rivierenbuurt,52.35433,4.89863,Private room in guesthouse,Private room,2,1.0,1.0,1.5,86.0,37,1,131,4.7,True,95.0,False,0.8986301369863013
1311373,7126883,De Baarsjes - Oud-West,52.37108,4.87389,Entire rental unit,Entire home/apt,4,3.0,6.0,1.0,500.0,242,7,32,4.9,False,100.0,False,0.33698630136986296
1331157,7218607,IJburg - Zeeburgereiland,52.34861,5.00784,Entire home,Entire home/apt,4,3.0,3.0,1.5,338.0,249,0,25,4.92,False,100.0,False,0.3178082191780822
1350096,4905127,Oud-Oost,52.35719,4.92193,Private room in bed and breakfast,Private room,2,1.0,1.0,1.5,100.0,310,8,178,4.89,True,100.0,False,0.15068493150684936
1350246,4905127,Oud-Oost,52.35719,4.92193,Private room in bed and breakfast,Private room,1,1.0,1.0,1.5,89.0,311,6,259,4.91,True,100.0,False,0.147945205479452
